fips,pop_total,pop_density
28025,20634,50.3
28027,26151,47.3
28029,29449,37.9
28031,19568,47.3
28033,161252,338.7
28035,74934,160.7
28037,8118,14.4
28039,22578,47.2
28041,14400,20.2
28043,21906,51.9
28045,43929,92.7
28047,187105,326
28049,245285,282
28051,19198,25.4
28053,9375,22.4
28055,1406,3.4
28057,23401,43.9
28059,139668,193.2
28061,17062,25.2
28063,7726,14.9
28065,12487,30.6
28067,67761,97.5
28069,10456,13.6
28071,47351,75
28073,55658,112
28075,80261,114.1
28077,12929,30
28079,23805,40.8
28081,82910,184.3
28083,32317,54.5
28085,34869,59.5
28087,59779,118.3
28089,95203,133.2
28091,27088,49.9
28093,37144,52.6
28095,36989,48.3
28097,10925,26.8
28099,29676,52.1
28101,21720,37.6
28103,11545,16.6
28105,47671,104
28107,34707,50.7
28109,55834,68.9
28111,12250,18.9
28113,40404,98.8
28115,29957,60.2
28117,25276,60.9
28119,8223,20.3
28121,141617,182.6
28123,28264,46.4
28125,4916,11.4
28127,27503,46.7
28129,16491,25.9
28131,17786,39.9
28133,29450,42.2
28135,15378,23.8
28137,28886,71.4
28139,22232,48.6
28141,19593,46.2
28143,10778,23.7
28145,27134,65.3
28147,15443,38.2
28149,48773,82.9
28151,51137,70.6
28153,20747,25.6
28155,10253,24.4
28157,9878,14.6
28159,19198,31.6
28161,12678,27.1
28163,28065,30.4
29001,25607,45.1
29003,17291,40
29005,5685,10.4
29007,25529,36.9
29009,35597,45.7
29011,12402,21
29013,17049,20.4
29015,19056,27.1
29017,12363,20
29019,162642,237.3
29021,89201,218.6
29023,42794,61.6
29025,9424,22.1
29027,44332,53.1
29029,44002,67.1
29031,75674,130.8
29033,9295,13.4
29035,6265,12.3
29037,99478,142.8
29039,13982,29.5
29041,7831,10.4
29043,77422,137.6
29045,7139,14.1
29047,221939,558.6
29049,20743,49.5
29051,75990,193
29053,17601,31.2
29055,24696,33.3
29057,7883,16.1
29059,16777,31
29061,8433,15
29063,12892,30.6
29065,15657,20.8
29067,13684,16.8
29069,31953,59.1
29071,101492,110
29073,15222,29.4
29075,6738,13.7
29077,275174,407.5
29079,10261,23.6
29081,8957,12.4
29083,22272,32
29085,9627,24.1
29087,4912,10.6
29089,10144,21.9
29091,40400,43.6
29093,10630,19.3
29095,674158,1115.3
29097,117404,183.9
29099,218733,333.1
29101,52595,63.4
29103,4131,8.2
29105,35571,46.5
29107,33381,53.1
29109,38634,63.2
29111,10211,20.2
29113,52566,83.9
29115,12761,20.7
29117,15195,28.5
29119,23083,42.8
29121,15566,19.4
29123,12226,24.7
29125,9176,17.4
29127,28781,65.9
29129,3785,8.3
29131,24748,41.8
29133,14358,34.9
29135,15607,37.6
29137,8840,13.6
29139,12236,22.8
29141,20565,34.4
29143,18956,28.1
29145,58114,93
29147,23370,26.6
29149,10881,13.8
29151,13878,23
29153,9723,13.1
29155,18296,37.1
29157,18971,40
29159,42201,61.9
29161,45156,67.2
29163,18516,27.6
29165,89322,212.6
29167,31137,49
29169,52274,95.5
29171,4979,9.6
29173,10167,21.6
29175,25414,52.7
29177,23494,41.3
29179,6696,8.3
29181,14100,22.4
29183,360485,643.2
29185,9805,14.6
29186,18145,36.4
29187,65359,144.6
29189,998954,1967.2
29195,23370,30.9
29197,4431,14.4
29199,4843,11.1
29201,39191,93.3
29203,8441,8.4
29205,6373,12.7
29207,29968,36.4
29209,32202,69.4
29211,6714,10.4
29213,51675,81.7
29215,26008,22.1
29217,21159,25.6
29219,32513,75.9
29221,25195,33.2
29223,13521,17.8
29225,36202,61.1
29227,2171,8.1
29229,18815,27.6
29510,319294,5157.5
30001,9246,1.7
30003,12865,2.6
30005,6491,1.5
30007,5612,4.7
30009,10078,4.9
30011,1160,0.3
30013,81327,30.1
30015,5813,1.5
30017,11699,3.1
30019,1751,1.2
30021,8966,3.8
30023,9298,12.6
30025,2890,1.8
30027,11586,2.7
30029,90928,17.9
30031,89513,34.4
30033,1206,0.3
30035,13399,4.5
30037,884,0.8
30039,3079,1.8
30041,16096,5.6
30043,11406,6.9
30045,2072,1.1
30047,28746,19.3
30049,63395,18.3
30051,2339,1.6
30053,19687,5.4
30055,1734,0.7
30057,7691,2.1
30059,1891,0.8
30061,4223,3.5
30063,109299,42.1
30065,4538,2.4
30067,15636,5.6
30069,494,0.3
30071,4253,0.8
30073,6153,3.8
30075,1743,0.5
30077,7027,3
30079,1179,0.7
30081,40212,16.8
30083,9746,4.7
30085,10425,4.4
30087,9233,1.8
30089,11413,4.1
30091,3384,2
30093,34200,47.6
30095,9117,5.1
30097,3651,2
30099,6073,2.7
30101,5324,2.8
30103,718,0.7
30105,7369,1.5
30107,2168,1.5
30109,1017,1.1
30111,147972,56.2
31001,31364,55.7
31003,6685,7.8
31005,460,0.6
31007,690,0.9
31009,478,0.7
31011,5505,8
31013,11308,10.5
31015,2099,3.9
31017,3145,2.6
31019,46102,47.6
31021,6858,14
31023,8395,14.4
31025,25241,45.3
31027,8852,12
31029,3966,4.4
31031,5713,1
31033,9998,8.4
31035,6542,11.4
31037,10515,25.5
31039,9139,16
31041,10939,4.2
31043,21006,79.5
31045,9182,6.6
31047,24326,24
31049,1941,4.4
31051,6000,12.6
31053,36691,69.4
31055,517110,1574.4
31057,2008,2.2
31059,5890,10.2
31061,3225,5.6
31063,2756,2.8
31065,4959,6.9
31067,22311,26.2
31069,2057,1.2
31071,2049,3.6
31073,2044,4.5
31075,614,0.8
31077,2538,4.5
31079,58607,107.3
31081,9124,16.8
31083,3423,6.2
31085,967,1.4
31087,2908,4.1
31089,10435,4.3
31091,736,1
31093,6274,11
31095,7547,13.2
31097,5217,13.9
31099,6489,12.6
31101,8368,7.9
31103,824,1.1
31105,3821,4
31107,8701,7.9
31109,285407,340.8
31111,36288,14.2
31113,763,1.3
31115,632,1.1
31117,539,0.6
31119,34876,60.9
31121,7845,16.2
31123,5042,3.5
31125,3735,8.5
31127,7248,17.8
31129,4500,7.8
31131,15740,25.6
31133,2773,6.4
31135,2970,3.4
31137,9188,17
31139,7266,12.7
31141,32237,47.8
31143,5406,12.3
31145,11055,15.4
31147,8363,15.2
31149,1526,1.5
31151,14200,24.7
31153,158840,664.6
31155,20780,27.7
31157,36970,50
31159,16750,29.3
31161,5469,2.2
31163,3152,5.6
31165,1311,0.6
31167,6129,14.3
31169,5228,9.1
31171,647,0.9
31173,6940,17.6
31175,4260,7.5
31177,20234,51.9
31179,9595,21.7
31181,3812,6.6
31183,818,1.4
31185,13665,23.9
32001,24877,5
32003,1951269,247.3
32005,46997,66.2
32007,48818,2.8
32009,783,0.2
32011,1987,0.5
32013,16528,1.7
32015,5775,1.1
32017,5345,0.5
32019,51980,26
32021,4772,1.3
32023,43946,2.4
32027,6753,1.1
32029,4010,15.3
32031,421407,66.9
32033,10030,1.1
32510,55274,382.1
33001,60088,150.1
33003,47818,51.4
33005,77117,109.1
33007,33055,18.4
33009,89118,52.2
33011,400721,457.4
33013,146445,156.8
33015,295223,425
33017,123143,333.7
33019,43742,81.4
34001,274549,494.1
34003,905116,3884.5
34005,448734,561.9
34007,513657,2321.5
34009,97265,386.9
34011,156898,324.4
34013,783969,6211.5
34015,288288,895.3
34017,634266,13731.4
34019,128349,300
34021,366513,1632.2
34023,809858,2621.6
34025,630380,1344.7
34027,492276,1069.8
34029,576567,917
34031,501226,2715.3
34033,66083,199.1
34035,323444,1071.7
34037,149265,287.6
34039,536499,5216.1
34041,108692,304.5
35001,662564,570.8
35003,3725,0.5
35005,65645,10.8
35006,27213,6
35007,13750,3.7
35009,48376,34.4
35011,2022,0.9
35013,209233,55
35015,53829,12.9
35017,29514,7.4
35019,4687,1.5
35021,695,0.3
35023,4894,1.4
35025,64727,14.7
35027,20497,4.2
35028,17950,164.4
35029,25095,8.5
35031,71492,13.1
35033,4881,2.5
35035,63797,9.6
35037,9041,3.1
35039,40246,6.9
35041,19846,8.1
35043,131561,35.5
35045,130044,23.6
35047,29393,6.2
35049,144170,75.5
35051,11988,2.9
35053,17866,2.7
35055,32937,15
35057,16383,4.9
35059,4549,1.2
35061,76569,71.8
36001,304204,581.9
36003,48946,47.6
36005,1385108,32903.6
36007,200600,284.2
36009,80317,61.4
36011,80026,115.7
36013,134905,127.2
36015,88830,218.1
36017,50477,56.5
36019,82128,79.1
36021,63096,99.4
36023,49336,98.9
36025,47980,33.3
36027,297488,373.9
36029,919040,881.4
36031,39370,21.9
36033,51599,31.7
36035,55531,112.1
36037,60079,121.9
36039,49221,76.1
36041,4836,2.8
36043,64519,45.7
36045,116229,91.6
36047,2504700,35369.1
36049,27087,21.3
36051,65393,103.5
36053,73442,112.2
36055,744344,1132.6
36057,50219,124.6
36059,1339532,4704.8
36061,1585873,69467.5
36063,216469,414.4
36065,234878,193.7
36067,467026,600
36069,107931,167.6
36071,372813,459.3
36073,42883,109.6
36075,122109,128.3
36077,62259,62.2
36079,99710,432.9
36081,2230722,20553.6
36083,159429,244.4
36085,468730,8030.3
36087,311687,1795.9
36089,111944,41.8
36091,219607,271.1
36093,154727,756.6
36095,32749,52.7
36097,18343,55.9
36099,35251,108.9
36101,98990,71.2
36103,1493350,1637.4
36105,77547,80.1
36107,51125,98.6
36109,101564,214
36111,182493,162.3
36113,65707,75.8
36115,63216,76.1
36117,93772,155.3
36119,949113,2204.7
36121,42155,71.1
36123,25348,75
37001,151131,356.5
37003,37198,143.1
37005,11155,47.5
37007,26948,50.7
37009,27281,64
37011,17797,72
37013,47759,57.7
37015,21282,30.4
37017,35190,40.2
37019,107431,126.8
37021,238318,362.9
37023,90912,179.3
37025,178011,492.1
37027,83029,176.1
37029,9980,41.5
37031,66469,131.3
37033,23719,55.8
37035,154358,387.1
37037,63505,93.1
37039,27444,60.3
37041,14793,85.8
37043,10587,49.3
37045,98078,211.3
37047,58098,62
37049,103505,146
37051,319431,489.7
37053,23547,89.9
37055,33920,88.5
37057,162878,294.7
37059,41240,156.2
37061,58505,71.7
37063,267587,935.7
37065,56552,111.9
37067,350670,859.2
37069,60619,123.3
37071,206086,578.8
37073,12197,35.8
37075,8861,30.3
37077,59916,112.7
37079,21362,80.3
37081,488406,756.4
37083,54691,75.5
37085,114678,192.7
37087,59036,106.6
37089,106740,286.1
37091,24669,69.9
37093,46952,120.2
37095,5810,9.5
37097,159437,277.8
37099,40271,82.1
37101,168878,213.4
37103,10153,21.6
37105,57866,227
37107,59495,148.5
37109,78265,262.7
37111,44996,102.1
37113,33922,65.8
37115,20764,46.2
37117,24505,53.1
37119,919628,1755.5
37121,15579,70.4
37123,27798,56.5
37125,88247,126.5
37127,95840,177.3
37129,202667,1058.1
37131,22099,41.2
37133,177772,233.1
37135,133801,336.2
37137,13144,39.1
37139,40661,179.2
37141,52217,60
37143,13453,54.4
37145,39464,100.6
37147,168148,257.9
37149,20510,86.3
37151,141752,181.1
37153,46639,98.4
37155,134168,141.3
37157,93643,165.6
37159,138428,270.7
37161,67810,120.2
37163,63431,67.1
37165,36157,113.4
37167,60585,153.3
37169,47401,105.6
37171,73673,138.4
37173,13981,26.5
37175,33090,87.4
37177,4407,11.3
37179,201292,318.7
37181,45422,179.2
37183,900993,1078.8
37185,20972,48.9
37187,13228,38
37189,51079,163.4
37191,122623,221.7
37193,69340,91.9
37195,81234,220.6
37197,38406,114.7
37199,17818,57
38001,2343,2.4
38003,11066,7.4
38005,6660,4.8
38007,783,0.7
38009,6429,3.9
38011,3151,2.7
38013,1968,1.8
38015,81308,49.8
38017,149778,84.9
38019,3993,2.7
38021,5289,4.7
38023,2071,1.6
38025,3536,1.8
38027,2385,3.8
38029,3550,2.4
38031,3343,5.3
38033,1680,1.7
38035,66861,46.5
38037,2394,1.4
38039,2420,3.4
38041,2477,2.2
38043,2435,1.8
38045,4139,3.6
38047,1990,2
38049,5395,2.9
38051,2809,2.9
38053,6360,2.3
38055,8962,4.2
38057,8424,8.1
38059,27471,14.3
38061,7673,4.2
38063,3126,3.2
38065,1846,2.6
38067,7413,6.6
38069,4357,4.3
38071,11451,9.6
38073,5457,6.3
38075,2470,2.8
38077,16321,11.4
38079,13937,15.4
38081,3829,4.5
38083,1321,1.4
38085,4153,3.8
38087,727,0.6
38089,24199,18.1
38091,1975,2.8
38093,21100,9.5
38095,2246,2.2
38097,8121,9.4
38099,11119,8.7
38101,61675,30.6
38103,4207,3.3
38105,22398,10.8
39001,28550,48.9
39003,106331,264.2
39005,53139,125.6
39007,101497,144.6
39009,64757,128.6
39011,45949,114.5
39013,70400,132.3
39015,44846,91.5
39017,368130,788.2
39019,28836,73.1
39021,40097,93.5
39023,138333,348
39025,197363,436.5
39027,42040,102.9
39029,107841,202.7
39031,36901,65.4
39033,43784,109
39035,1280122,2800
39037,52959,88.5
39039,39037,94.9
39041,174214,393.2
39043,77079,306.4
39045,146156,289.8
39047,29030,71.4
39049,1163414,2186.1
39051,42698,105.3
39053,30934,66.3
39055,93389,233.4
39057,161573,390.5
39059,40087,76.8
39061,802374,1976.7
39063,74782,140.7
39065,32058,68.1
39067,15864,39.4
39069,28215,67.8
39071,43589,78.8
39073,29380,69.7
39075,42366,100.3
39077,59626,121.3
39079,33225,79
39081,69709,170.7
39083,60921,115.9
39085,230041,1011.2
39087,62450,137.7
39089,166492,243.9
39091,45858,100
39093,301356,613.6
39095,441815,1296.2
39097,43435,93.2
39099,238823,580.2
39101,66501,164.7
39103,172332,409
39105,23770,55.3
39107,40814,88.3
39109,102506,252.1
39111,14642,32.1
39113,535153,1159.5
39115,15054,36.2
39117,34827,85.8
39119,86074,129.5
39121,14645,36.8
39123,41428,162.5
39125,19614,47.1
39127,36058,88.4
39129,55698,111.1
39131,28709,65.2
39133,161419,331.2
39135,42270,99.7
39137,34499,71.5
39139,124475,251.3
39141,78064,113.3
39143,60944,149.2
39145,79499,130.3
39147,56745,103
39149,49423,121.2
39151,375586,652.9
39153,541781,1312.6
39155,210312,340.1
39157,92582,163.1
39159,52300,121.1
39161,28744,70.3
39163,13435,32.6
39165,212693,530
39167,61778,97.8
39169,114520,206.4
39171,37642,89.4
39173,125488,203.3
39175,22615,55.6
40001,22683,39.6
40003,5642,6.5
40005,14182,14.5
40007,5636,3.1
40009,22119,24.5
40011,11943,12.9
40013,42416,46.9
40015,29600,23.2
40017,115541,128.9
40019,47557,57.8
40021,46987,62.7
40023,15205,19.7
40025,2475,1.3
40027,255755,474.7
40029,5925,11.5
40031,124098,116.1
40033,6193,9.8
40035,15029,19.7
40037,69967,73.6
40039,27469,27.8
40041,41487,56.2
40043,4810,4.8
40045,4151,3.4
40047,60580,57.2
40049,27576,34.4
40051,52431,47.6
40053,4527,4.5
40055,6239,9.8
40057,2922,5.4
40059,3685,3.5
40061,12769,22.1
40063,14003,17.4
40065,26446,32.9
40067,6472,8.5
40069,10957,17
40071,46562,50.6
40073,15034,16.7
40075,9446,9.3
40077,11154,15.4
40079,50384,31.7
40081,34273,36
40083,41848,56.3
40085,9423,18.3
40087,34506,60.5
40089,33151,17.9
40091,20252,32.7
40093,7527,7.9
40095,15840,42.7
40097,41259,63
40099,13488,32.4
40101,70990,87.6
40103,11561,15.8
40105,10536,18.6
40107,12191,19.7
40109,718633,1013.8
40111,40069,57.5
40113,47472,21.1
40115,31848,67.6
40117,16577,29.2
40119,77350,113
40121,45837,35.1
40123,37492,52
40125,69442,88.2
40127,11572,8.3
40129,3647,3.2
40131,86905,128.6
40133,25482,40.3
40135,42391,63
40137,45048,51.8
40139,20640,10.1
40141,7992,9.2
40143,603403,1058.1
40145,73085,130.1
40147,50976,122.7
40149,11629,11.6
40151,8878,6.9
40153,20081,16.2
41001,16134,5.3
41003,85579,126.6
41005,375992,201
41007,37039,44.7
41009,49351,75.1
41011,63043,39.5
41013,20978,7
41015,22364,13.7
41017,157733,52.3
41019,107667,21.4
41021,1871,1.6
41023,7445,1.6
41025,7422,0.7
41027,22346,42.8
41029,203206,73
41031,21720,12.2
41033,82713,50.4
41035,66380,11.2
41037,7895,1
41039,351715,77.2
41041,46034,47
41043,116672,50.9
41045,31313,3.2
41047,315335,266.7
41049,11173,5.5
41051,735334,1704.9
41053,75403,101.8
41055,1765,2.1
41057,25250,22.9
41059,75889,23.6
41061,25748,12.6
41063,7008,2.2
41065,25213,10.6
41067,529710,731.4
41069,1441,0.8
41071,99193,138.6
42001,101407,195.5
42003,1223348,1675.6
42005,68941,105.5
42007,170539,392.3
42009,49762,49.2
42011,411442,480.4
42013,127089,241.7
42015,62622,54.6
42017,625249,1034.7
42019,183862,233.1
42021,143679,208.7
42023,5085,12.8
42025,65249,171.1
42027,153990,138.7
42029,498886,664.7
42031,39988,66.6
42033,81642,71.3
42035,39238,44.2
42037,67295,139.3
42039,88765,87.7
42041,235406,431.6
42043,268100,510.6
42045,558979,3040.5
42047,31946,38.6
42049,280566,351.1
42051,136606,172.8
42053,7716,18.1
42055,149618,193.7
42057,14845,33.9
42059,38686,67.2
42061,45913,52.5
42063,88880,107.5
42065,45200,69.3
42067,24636,63
42069,214437,467.1
42071,519445,550.4
42073,91108,254.4
42075,133568,369.1
42077,349497,1012.5
42079,320918,360.4
42081,116111,94.5
42083,43450,44.4
42085,116638,173.4
42087,46682,113.6
42089,169842,279.2
42091,799874,1655.9
42093,18267,140.3
42095,297735,805.4
42097,94528,206.2
42099,45969,83.4
42101,1526006,11379.5
42103,57369,105.3
42105,17457,16.1
42107,148289,190.4
42109,39702,120.8
42111,77742,72.4
42113,6428,14.3
42115,43356,52.7
42117,41981,37
42119,44947,142.2
42121,54984,81.5
42123,41815,47.3
42125,207820,242.5
42127,52822,72.8
42129,365169,355.4
42131,28276,71.2
42133,434972,481.1
44001,49875,2064
44003,166158,985.9
44005,82888,809.6
44007,626667,1530.3
44009,126979,385.7
45001,25417,51.8
45003,160099,149.5
45005,10419,25.5
45007,187126,261.6
45009,15987,40.6
45011,22621,41.2
45013,162233,281.5
45015,177843,161.8
45017,15175,39.8
45019,350209,382.3
45021,55342,140.9
45023,33140,57.1
45025,46734,58.5
45027,34971,57.6
45029,38892,36.8
45031,68681,122.4
45033,32062,79.2
45035,136555,238.2
45037,26985,53.9
45039,23956,34.9
45041,136885,171.1
45043,60158,73.9
45045,451225,574.7
45047,69661,153.2
45049,21090,37.7
45051,269291,237.5
45053,24777,37.8
45055,61697,84.9
45057,76652,139.6
45059,66537,93.2
45061,19220,46.9
45063,262391,375.4
45065,10233,28.5
45067,33062,67.6
45069,28933,60.3
45071,37508,59.5
45073,74273,118.6
45075,92501,83.6
45077,119224,240.2
45079,384504,507.9
45081,19875,43.9
45083,284307,351.9
45085,107456,161.6
45087,28961,56.3
45089,34423,36.8
45091,226073,332.2
46003,2710,3.8
46005,17398,13.8
46007,3431,2.9
46009,7070,12.5
46011,31965,40.3
46013,36531,21.3
46015,5255,6.4
46017,1912,4.1
46019,10110,4.5
46021,1466,2
46023,9129,8.3
46025,3691,3.9
46027,13864,33.6
46029,27227,39.5
46031,4050,1.6
46033,8216,5.3
46035,19504,44.8
46037,5710,5.6
46039,4364,7
46041,5301,2.3
46043,3002,7
46045,4071,3.6
46047,7094,4.1
46049,2364,2.4
46051,7356,10.8
46053,4271,4.2
46055,1937,1.1
46057,5903,11.6
46059,3431,2.4
46061,3331,7.7
46063,1255,0.5
46065,17022,23
46067,7343,9
46069,1420,1.7
46071,3031,1.6
46073,2071,3.9
46075,1006,1
46077,5148,6.2
46079,11200,19.9
46081,24097,30.1
46083,44828,77.7
46085,3755,2.3
46087,5618,9.8
46089,2459,2.2
46091,4656,5.6
46093,25434,7.3
46095,2048,1.6
46097,2389,4.2
46099,169468,210
46101,6486,12.5
46103,100948,36.4
46105,2982,1
46107,2329,2.7
46109,10149,9.2
46111,2355,4.1
46113,13586,6.5
46115,6415,4.3
46117,2966,2.1
46119,1373,1.4
46121,9612,6.9
46123,5644,3.5
46125,8347,13.5
46127,14399,31.3
46129,5438,7.7
46135,22438,43.1
46137,2801,1.4
47001,75129,222.8
47003,45058,95.1
47005,16489,41.8
47007,12876,31.7
47009,123010,220.2
47011,98963,301
47013,40716,84.8
47015,13801,52
47017,28522,47.6
47019,57424,168.3
47021,39105,129.3
47023,17131,60
47025,32213,74.1
47027,7861,33.2
47029,35662,82.1
47031,52796,123.1
47033,14586,54.9
47035,56053,82.3
47037,626681,1243.3
47039,11757,35.2
47041,18723,61.5
47043,49666,101.4
47045,38335,74.8
47047,38413,54.5
47049,17959,36
47051,41052,74
47053,49683,82.4
47055,29485,48.3
47057,22657,80.7
47059,68831,110.6
47061,13703,38
47063,62544,388
47065,336463,620.3
47067,6819,30.7
47069,27253,40.8
47071,26026,45.1
47073,56833,116.7
47075,18787,35.2
47077,27769,53.4
47079,32330,57.5
47081,24690,40.3
47083,8426,42.1
47085,18538,34.9
47087,11638,37.7
47089,51407,187.6
47091,18244,61.1
47093,432226,850.5
47095,7832,47.2
47097,27815,58.9
47099,41869,67.8
47101,12161,43.1
47103,33361,58.5
47105,48556,211.8
47107,52266,121.5
47109,26075,46.3
47111,22248,72.4
47113,98294,176.4
47115,28237,56.7
47117,30617,81.5
47119,80956,132
47121,11753,60.2
47123,44519,70
47125,172331,319.6
47127,6362,49.2
47129,21987,42.1
47131,31807,58.4
47133,22083,50.9
47135,7915,19.1
47137,5077,31.2
47139,16825,38.7
47141,72321,180.3
47143,31809,100.9
47145,54181,150.2
47147,66283,139.2
47149,262604,424
47151,22228,41.8
47153,14112,53.1
47155,89889,151.7
47157,927644,1215.5
47159,19166,61
47161,13324,29
47163,156823,379.4
47165,160645,303.4
47167,61081,133.3
47169,7870,68.9
47171,18313,98.4
47173,19109,85.5
47175,5548,20.3
47177,39839,92.1
47179,122979,376.7
47181,17021,23.2
47183,35021,60.3
47185,25841,68.6
47187,183182,314.4
47189,113993,199.7
48001,58458,55
48003,14786,9.9
48005,86771,108.8
48007,23158,91.9
48009,9054,10
48011,1901,2.1
48013,44911,36.8
48015,28417,44
48017,7165,8.7
48019,20485,25.9
48021,74171,83.5
48023,3726,4.3
48025,31861,36.2
48027,310235,295.2
48029,1714773,1383.1
48031,10497,14.8
48033,641,0.7
48035,18212,18.5
48037,92565,104.6
48039,313166,230.7
48041,194851,332.8
48043,9232,1.5
48045,1637,1.8
48047,7223,7.7
48049,38106,40.3
48051,17187,26.1
48053,42750,43
48055,38066,69.8
48057,21381,42.2
48059,13544,15.1
48061,406220,456
48063,12401,63.3
48065,6182,6.7
48067,30464,32.5
48069,8062,9
48071,35096,58.8
48073,50845,48.3
48075,7041,10.1
48077,10752,9.9
48079,3127,4
48081,3320,3.6
48083,8895,7
48085,782341,930
48087,3057,3.3
48089,20874,21.7
48091,108472,193.9
48093,13974,14.9
48095,4087,4.2
48097,38437,43.9
48099,75388,71.7
48101,1505,1.7
48103,4375,5.6
48105,3719,1.3
48107,6059,6.7
48109,2398,0.6
48111,6703,4.5
48113,2368139,2718
48115,13833,15.4
48117,19372,12.9
48119,5231,20.4
48121,662614,754.3
48123,20097,22.1
48125,2444,2.7
48127,9996,7.5
48129,3677,4
48131,11782,6.6
48133,18583,20.1
48135,137130,152.8
48137,2002,0.9
48139,149610,159.9
48141,800647,790.6
48143,37890,35
48145,17866,23.3
48147,33915,38.1
48149,24554,25.8
48151,3974,4.4
48153,6446,6.5
48155,1336,1.9
48157,585375,679.5
48159,10605,37.3
48161,19816,22.6
48163,17217,15.2
48165,17526,11.7
48167,291309,769.9
48169,6461,7.2
48171,24837,23.5
48173,1226,1.4
48175,7210,8.5
48177,19807,18.6
48179,22535,24.3
48181,120877,129.6
48183,121730,445.4
48185,26604,33.8
48187,131533,184.9
48189,36273,36.1
48191,3353,3.8
48193,8517,10.2
48195,5613,6.1
48197,4139,6
48199,54635,61.3
48201,4092459,2402.4
48203,65631,72.9
48205,6062,4.1
48207,5899,6.5
48209,157107,231.7
48211,3807,4.2
48213,78532,89.9
48215,774769,493.2
48217,35089,36.6
48219,22935,25.2
48221,51182,121.7
48223,35161,45.8
48225,23732,19.3
48227,35012,38.9
48229,3476,0.8
48231,86129,102.5
48233,22150,25
48235,1599,1.5
48237,9044,9.9
48239,14075,17
48241,35710,38
48243,2342,1
48245,252273,287.9
48247,5300,4.7
48249,40838,47.2
48251,150934,208.3
48253,20202,21.8
48255,14824,19.8
48257,103350,132.4
48259,33410,50.4
48261,416,0.3
48263,808,0.9
48265,49625,45
48267,4607,3.7
48269,286,0.3
48271,3598,2.6
48273,32061,36.4
48275,3719,4.4
48277,49793,54.9
48279,13977,13.8
48281,19677,27.6
48283,6886,4.6
48285,19263,19.9
48287,16612,26.4
48289,16801,15.7
48291,75643,65.3
48293,23384,25.8
48295,3302,3.5
48297,11531,11.1
48299,19301,20.7
48301,82,0.1
48303,278831,311.3
48305,5915,6.6
48307,8283,7.8
48309,234906,226.5
48311,707,0.6
48313,13664,29.3
48315,10546,27.7
48317,4799,5.2
48319,4012,4.3
48321,36702,33.4
48323,54258,42.4
48325,46006,34.7
48327,2242,2.5
48329,136872,152
48331,24757,24.3
48333,4936,6.6
48335,9403,10.3
48337,19719,21.2
48339,455746,437.5
48341,21904,24.3
48343,12934,51.3
48345,1210,1.2
48347,64524,68.2
48349,47735,47.3
48351,14445,15.5
48353,15216,16.7
48355,340223,405.8
48357,10223,11.1
48359,2052,1.4
48361,81837,245.3
48363,28111,29.5
48365,23796,29.7
48367,116927,129.4
48369,10269,11.7
48371,15507,3.3
48373,45413,43
48375,121073,133.3
48377,7818,2
48379,10914,47.6
48381,120725,132.4
48383,3367,2.9
48385,3309,4.7
48387,12860,12.4
48389,13783,5.2
48391,7383,9.6
48393,929,1
48395,16622,19.4
48397,78337,616.7
48399,10501,10
48401,53330,57.7
48403,10834,22
48405,8865,16.7
48407,26384,46.3
48409,64804,93.5
48411,6131,5.4
48413,3461,2.6
48415,16921,18.7
48417,3378,3.7
48419,25448,32
48421,3034,3.3
48423,209714,227.6
48425,8490,45.5
48427,60968,49.8
48429,9630,10.7
48431,1143,1.2
48433,1490,1.6
48435,4128,2.8
48437,7854,8.8
48439,1809034,2094.7
48441,131506,143.6
48443,984,0.4
48445,12651,14.2
48447,1641,1.8
48449,32334,79.6
48451,110224,72.4
48453,1024266,1034.4
48455,14585,21
48457,21766,23.5
48459,39309,67.4
48461,3355,2.7
48463,26405,17
48465,48879,15.5
48467,52579,62.4
48469,86793,98.4
48471,67861,86.5
48473,43205,84.1
48475,10658,12.8
48477,33718,55.8
48479,250304,74.5
48481,41280,38
48483,5410,5.9
48485,131500,209.5
48487,13535,13.9
48489,22134,37.5
48491,422679,378
48493,42918,53.4
48495,7110,8.5
48497,59127,65.4
48499,41964,65
48501,7879,9.9
48503,18550,20.3
48505,14018,14
48507,11677,9
49001,6629,2.6
49003,49975,8.7
49005,112656,96.7
49007,21403,14.5
49009,1059,1.5
49011,306479,1025.8
49013,18607,5.7
49015,10976,2.5
49017,5172,1
49019,9225,2.5
49021,46163,14
49023,10246,3
49025,7125,1.8
49027,12503,1.9
49029,9469,15.5
49031,1556,2.1
49033,2264,2.2
49035,1029655,1387.1
49037,14746,1.9
49039,27822,17.5
49041,20802,10.9
49043,36324,19.4
49045,58218,8.4
49047,32588,7.3
49049,516564,257.8
49051,23530,20
49053,138115,56.9
49055,2778,1.1
49057,231236,401.4
50001,36821,48
50003,37125,55
50005,31227,48.1
50007,156545,291.7
50009,6306,9.5
50011,47746,75.3
50013,6970,85.2
50015,24475,53.3
50017,28936,42.1
50019,27231,39.3
50021,61642,66.3
50023,59534,86.6
50025,44513,56.7
50027,56670,58.5
51001,33164,73.8
51003,98970,137.3
51005,16250,36.5
51007,12690,35.7
51009,32353,68.3
51011,14973,44.9
51013,207627,7993.6
51015,73750,76.3
51017,4731,8.9
51019,68676,91.2
51021,6824,19.1
51023,33148,61.2
51025,17434,30.8
